house_id,num__city_te_v6,num__district_te_v6,num__neighborhood_te_v6,num__metro_te_v6,num__metro_present_v6,num__location_te_mean_v6,num__district_to_city_ratio_v6,num__metro_to_district_ratio_v6,num__locmean_x_logarea_v6,num__locmean_x_rooms_v6
4921,172093.94040834717,203742.40310596552,179196.62928852177,200211.1312671555,1.0,188811.0260174975,1.1839022490933642,0.9826679582356938,791053.0105010831,566433.0780524925
4922,173673.43080244618,241212.49020140927,179545.8873685221,232560.10477458383,1.0,206747.97828674037,1.38888538727838,0.9641296127718556,812897.000541738,413495.9565734807
4923,108615.38678747624,106696.62341855456,179429.6290971171,112868.03773967306,0.0,126902.41926070524,0.982334331933482,1.0578407649870152,525773.8201021255,253804.83852141048
4927,172665.963977089,181744.4936659548,179429.6290971171,165358.8343610962,1.0,174799.73027531424,1.052578571240698,0.909842334283397,768148.5269453251,524399.1908259427
4928,107130.4701757773,105749.561377748,179545.8873685221,112477.50920402698,0.0,126225.8570315186,0.9871100276443232,1.0636215199151746,498749.1247183452,252451.7140630372
4930,172093.94040834717,182729.63878761404,187711.5571000994,197814.174429475,1.0,185087.3276813839,1.0618017017506165,1.082551116178318,737967.3252742774,370174.6553627678
4931,171730.5503435057,166522.11654480864,179330.22074184896,177826.9630875277,1.0,173852.46267942272,0.969670895543929,1.0678879585259726,763985.807659311,521557.3880382682
4932,171730.5503435057,86316.20897561053,92835.00138192838,111273.01289317563,0.0,115538.69339855506,0.5026258216866659,1.2891322987010212,515985.18886734976,231077.3867971101
4933,172093.94040834717,182303.2233839929,165292.92156053433,175012.69153074463,1.0,173675.69422090476,1.0593238957185924,0.9600087605754948,644957.2067242307,173675.69422090476
4934,172053.2543386296,86390.61623192331,91707.66095748392,112160.1528600354,0.0,115577.92109701806,0.5021155604612395,1.298290922681153,509319.4494570187,231155.8421940361
4935,86982.6721160553,105578.46328353092,179858.45591844554,112788.20739951244,0.0,121301.94967938606,1.2137873062976348,1.0682880190778254,530022.5435266561,363905.8490381582
4936,172053.2543386296,185096.2595740925,168218.87545714664,179477.02021572186,1.0,176211.35239639768,1.0758079542553507,0.96964152937358,692832.3121291754,352422.7047927953
4937,172093.94040834717,203716.42758463076,187301.0946469716,112788.20739951244,0.0,168974.91750986548,1.1837513110575857,0.5536529809413762,779839.6086313396,337949.83501973096
4938,171730.5503435057,86316.20897561053,90180.7247181823,111273.01289317563,0.0,114875.12423261856,0.5026258216866659,1.2891322987010212,466443.8952759876,229750.2484652371
4939,171730.5503435057,86316.20897561053,90180.7247181823,111273.01289317563,0.0,114875.12423261856,0.5026258216866659,1.2891322987010212,470338.34023641,229750.2484652371
4940,171730.5503435057,140506.4338227663,150319.65389450957,111273.01289317563,0.0,143457.41273848928,0.8181796048571367,0.791942474554173,630416.3061401494,430372.23821546783
4941,107488.99195811144,105639.55341174745,179896.7978490805,112160.1528600354,0.0,126296.3740197437,0.982794158604934,1.0617249811896794,597051.9400884741,252592.7480394874
4942,173673.43080244618,183006.9050261327,181275.3517848662,204600.68059898476,1.0,185639.09205310745,1.0537415203897804,1.1179943214090775,843413.118310224,371278.1841062149
4943,173673.43080244618,85549.24393695677,179545.8873685221,112477.50920402698,0.0,137811.51782798802,0.4925868254066829,1.314769178855625,521504.9171992139,275623.03565597604
4944,81363.29628200714,112024.88486577108,179429.6290971171,112868.03773967306,0.0,121421.4619961421,1.376847915257923,1.0075264783704507,520953.8579793885,242842.9239922842
4945,172053.2543386296,179430.7063759363,179896.7978490805,206513.1328043233,1.0,184473.47284199245,1.0428788869156973,1.1509352940432285,798905.4192352217,553420.4185259773
4946,172053.2543386296,179430.7063759363,184316.07860063267,163498.4906022132,1.0,174824.6324793529,1.0428788869156973,0.9112068603171312,718682.0124730766,349649.26495870587
4947,171730.5503435057,166522.11654480864,167784.75896253443,177826.9630875277,1.0,170966.0972345941,0.969670895543929,1.0678879585259726,728773.7423381932,341932.1944691882
4948,172665.963977089,86846.920316063,91545.18330126903,112868.03773967306,0.0,115981.52633352352,0.502976488910598,1.2996204969342782,468919.25708813855,231963.05266704704
4949,172053.2543386296,140977.9276048254,145183.28562404646,112160.1528600354,0.0,142593.65510688422,0.8193854172995639,0.7955866195851269,626620.5671461007,427780.9653206527
4951,172053.2543386296,86390.61623192331,90776.06404842576,112160.1528600354,0.0,115345.02186975352,0.5021155604612395,1.298290922681153,462225.9338900284,230690.04373950703
4952,171730.5503435057,86316.20897561053,90180.7247181823,111273.01289317563,0.0,114875.12423261856,0.5026258216866659,1.2891322987010212,513021.7499419051,344625.37269785564
4954,172665.963977089,181875.74281454345,186240.9979589668,202313.9609414164,1.0,185774.16642300392,1.0533387045383371,1.1123746235175582,791895.8008854632,371548.33284600783
4955,172665.963977089,181744.4936659548,179429.6290971171,112868.03773967306,0.0,161677.03111995847,1.052578571240698,0.6210258999455729,684557.7691089897,323354.06223991694
4956,172665.963977089,208007.73655979784,182243.6686551644,182877.56688366827,1.0,186448.73401892988,1.2046829135717427,0.8791863702156848,772482.2246055667,372897.46803785977
